"freq,spscheme,spdep,spdepm,unit,geo\TIME_PERIOD",2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 ,2020 ,2021 ,2022 ,2023 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,EU27_2007",3702.14 ,3657.54 ,3565.65 ,3644.12 b,3329.02 ,3383.51 ,3149.93 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,EU27_2020",2057.42 ,2013.32 ,1936.07 ,1941.07 b,1774.09 e,1864.97 e,1750.82 e,1942.08 e,1806.01 p,1951.6 p,1997.21 p,2171.94 p
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,EU28",3702.14 ,3657.54 ,3565.65 ,3649.94 b,3332.61 e,3387.42 e,3154.01 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,FR",636.31 ,717.02 ,669.95 ,669.15 ,597.47 ,541.34 ,511.72 ,513.43 ,392.21 ,452.24 ,459.43 ,544.99 p
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,HR",0 ,0 ,0 ,5.82 ,3.59 e,3.91 e,4.09 e,4.28 e,4.14 ,4.34 e,4.47 ,4.67 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0.41 ,0.29 ,0.25 ,0.27 ,0.13 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,IT",334 ,328 ,338 ,320 ,309 ,280 ,264 ,367 ,359 ,430 p,436 p,504 p
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,LT",3.09 ,2.56 ,2.32 ,3.33 ,3.64 ,3.7 ,4.08 ,5.08 ,5.24 p,5.7 p,6.15 ,6.98 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,LU",29.03 ,28.85 ,29.67 ,19.47 ,19.62 ,23.58 ,18.38 ,20.91 ,18.96 ,19.05 ,20.37 ,26.89 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,LV",0.68 ,0.78 ,0.89 ,0.92 ,0.94 ,1.13 ,1.14 ,1.26 ,1.21 ,20.8 p,1.21 ,1.37 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,NL",3 ,3 ,4 ,4 ,4 ,5 ,5 ,4 ,6 ,6 ,6 ,7 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,NO",49.15 ,73.76 ,123.67 ,54.69 ,26.08 ,27.74 ,20.38 ,17.03 ,14.99 ,22.54 ,26.17 ,23.12 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,PL",154.09 ,164.9 ,152.3 ,124.17 ,136.12 ,118.99 ,119.79 ,136.71 ,122.58 ,165.62 ,253.8 ,196.1 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,PT",5.37 ,3.35 ,4.97 ,5.02 ,5.43 ,3.67 ,4.97 ,6.28 ,1.86 ,4.68 ,3.34 ,5.98 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,RO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,RS",0.29 ,0.28 ,0.23 ,0.17 ,0.13 ,12.93 ,7.74 ,12.44 ,21.63 ,13.52 ,44.36 ,41.26 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,SI",9.32 ,9.15 ,8.89 ,9.59 ,9.13 ,7.43 ,7.17 ,7.36 ,12.74 p,13.21 p,11.87 ,10.66 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,SK",15.31 ,15.23 ,14.51 ,15.52 ,15.29 ,15.78 ,17.16 ,16.08 ,16 ,13.91 ,15.06 ,18.39 
"A,TOTAL,CASH_LUMP_OTH,NMT,MIO_EUR,UK",1644.71 ,1644.22 ,1629.59 ,1708.87 ,1558.52 ,1522.45 ,1403.19 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,AL",: ,: ,: ,: ,: ,: ,: ,: ,: ,2.31 ,12.5 ,6.88 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,AT",87.5 ,104.29 ,121.38 ,137.97 ,148.66 ,156.17 ,156.99 ,158.63 ,168.18 ,171.27 ,170.9 ,196.61 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,BA",: ,0 ,0.01 ,0.36 ,0.23 ,0.22 ,0.46 ,0.26 ,0.23 ,0.31 ,3.58 ,0.59 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,BE",18.71 ,37.34 ,18.75 ,16.47 ,12.82 ,15.39 ,11.99 ,0.15 ,0.11 ,0.11 ,0.21 ,0.11 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,BG",1.8 ,1.67 ,3.16 ,2.57 ,3.71 ,3.63 ,3.48 ,2.78 ,3.17 ,2.97 ,3.73 ,5.76 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,CH",101.55 ,106.05 ,115.21 ,130.29 ,137.28 ,155.4 ,142.49 ,161.33 ,166.91 ,176.72 ,181.04 p,209.28 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,CY",16.32 ,14.04 ,12.25 ,13.21 ,5.7 ,6.26 ,4.25 ,8.18 ,9.22 ,8.73 ,10.6 ,10.24 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,CZ",26.54 ,17.98 ,17.38 ,18.39 ,39.72 ,43.83 ,47.47 ,47.31 ,42.51 ,39.71 ,41.8 ,52.76 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,DE",702.78 ,670.2 ,649.16 ,630.31 ,645.06 ,678.69 ,633.11 ,709.31 ,706.69 ,684.2 ,663.49 ,645.51 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,DK",425.03 ,312.33 ,320.97 ,379.06 ,277.01 ,452.3 ,442.02 ,494.38 ,496.2 ,481.59 ,476.91 ,550.92 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EA19",2371.61 ,2409.98 ,2348.34 ,2203.34 ,2138.33 ,2107.86 ,1957.99 ,2151.25 ,2090.4 p,2140.36 p,2127.15 p,2406.15 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EA20",2371.61 ,2409.98 ,2348.34 ,2209.15 ,2141.92 e,2111.81 e,1962.13 e,2155.61 e,2094.6 p,2154.7 p,2159.24 p,2441.54 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EA21",2373.41 ,2411.65 ,2351.5 ,2211.73 ,2145.63 e,2115.44 e,1965.61 e,2158.39 e,2097.77 p,2157.67 p,2162.97 p,2447.3 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EEA_X_LI",3028.21 ,2980.62 ,2965.82 ,2788.04 b,2624.57 e,2758.29 e,2595.27 e,2855.51 e,2775.6 p,2869.27 p,2968.07 p,3276.35 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EFTA_X_LI",150.7 ,179.81 ,238.88 ,184.98 ,163.36 ,183.14 ,162.88 ,178.36 ,181.9 ,199.26 ,207.22 p,232.4 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EL",8.62 ,2.81 ,1.97 ,1.73 ,1.82 ,1.78 ,1.61 ,2.01 ,1.95 ,2.19 ,2.69 ,3.06 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,ES",447.62 ,428.21 ,421.74 ,305.32 ,308.3 ,316.6 ,271.33 ,285.93 ,292.48 ,282.3 ,292.68 ,327.78 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EU15",4356.71 ,4282.98 ,4213.15 ,4200.07 ,3890.84 ,4001.02 ,3728.12 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EU27_2007",4623.78 ,4551.09 ,4471.74 ,4436.39 b,4153.42 ,4249.06 ,3973.95 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EU27_2020",2979.06 ,2906.86 ,2842.15 ,2733.35 b,2598.48 e,2730.55 e,2574.89 e,2838.48 e,2760.61 p,2846.73 p,2941.9 p,3253.23 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,EU28",4623.78 ,4551.09 ,4471.74 ,4442.21 b,4157.01 e,4253.01 e,3978.08 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,FR",650.32 ,720.37 ,672.96 ,671.85 ,600.58 ,545.4 ,515.53 ,517.8 ,395.45 ,455.9 ,462.54 ,547.4 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,HR",0 ,0 ,0 ,5.82 ,3.59 e,3.94 e,4.14 e,4.36 e,4.2 ,14.34 e,32.09 ,35.39 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,HU",0 ,0 ,0 ,0 b,0 ,0 ,0 ,0.41 ,0.29 ,0.25 ,0.27 ,0.13 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,IE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,IS",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,IT",334 ,328 ,338 ,320 ,309 ,280 ,264 ,367 ,359 ,430 p,436 p,504 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,LT",3.09 ,2.56 ,2.32 ,3.33 ,3.64 ,3.7 ,4.08 ,5.08 ,5.24 p,5.7 p,6.15 ,6.98 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,LU",29.03 ,28.85 ,29.67 ,19.47 ,19.62 ,23.58 ,18.38 ,20.91 ,18.96 ,19.05 ,20.37 ,26.89 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,LV",0.68 ,0.78 ,0.89 ,0.92 ,0.94 ,1.13 ,1.14 ,1.26 ,1.21 ,20.8 p,1.21 ,1.37 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,MK",: ,: ,: ,0 ,0 ,0 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,MT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,NL",3 ,3 ,4 ,4 ,4 ,5 ,5 ,4 ,6 ,6 ,6 ,7 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,NO",49.15 ,73.76 ,123.67 ,54.69 ,26.08 ,27.74 ,20.38 ,17.03 ,14.99 ,22.54 ,26.17 ,23.12 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,PL",154.09 ,164.9 ,152.3 ,124.17 ,136.12 ,118.99 ,119.79 ,137.99 ,123.84 ,167.52 ,259.95 ,202.11 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,PT",5.37 ,3.35 ,4.97 ,5.02 ,5.43 ,3.67 ,4.97 ,6.28 ,1.86 ,4.68 ,3.34 ,5.98 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,RO",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,RS",0.29 ,0.28 ,0.23 ,0.17 ,0.13 ,12.93 ,7.74 ,12.44 ,21.63 ,13.52 ,44.36 ,41.26 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,SI",9.32 ,9.15 ,8.89 ,9.59 ,9.13 ,7.43 ,7.17 ,7.36 ,12.74 p,13.21 p,11.87 ,10.66 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,SK",55.25 ,57.02 ,61.39 ,64.15 ,63.62 ,63.08 ,58.44 ,57.35 ,111.3 ,36.23 ,39.1 ,112.57 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,TR",49.24 ,48.34 ,45.87 ,47.44 ,46.27 ,174.35 ,132.33 ,126.19 ,130.26 ,127.17 ,135.19 ,197.02 
"A,TOTAL,CASH_LUMP_OTH,TOTAL,MIO_EUR,UK",1644.71 ,1644.22 ,1629.59 ,1708.87 ,1558.52 ,1522.45 ,1403.19 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,AT",211.1 ,217.24 ,204.89 ,183.51 ,177.85 ,174.36 ,170.73 ,169.16 ,183.85 ,176.49 ,170.42 ,176.13 
"A,TOTAL,CASH_P,MT,MIO_EUR,BA",: ,0 ,0.01 ,1.97 ,1.59 ,2.53 ,1.55 ,1.83 ,1.41 ,1.46 ,1.23 ,1.67 
"A,TOTAL,CASH_P,MT,MIO_EUR,BE",1355.04 ,1387.83 ,1424.73 ,1380.32 ,1437.87 ,1492.74 ,1680.94 ,1814.22 ,1880.18 ,2037.12 ,2437.81 ,2734.5 
"A,TOTAL,CASH_P,MT,MIO_EUR,BG",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P,MT,MIO_EUR,CH",562.01 ,557.8 ,583.49 ,670.09 ,672.57 ,704.95 ,704.1 ,761.24 ,817.13 ,846.38 ,939.76 p,993.09 p
"A,TOTAL,CASH_P,MT,MIO_EUR,CY",0 ,0 ,0 ,0 ,19.23 ,30.7 ,38.87 ,41.46 ,40.34 ,41.26 ,46.81 ,48.04 
"A,TOTAL,CASH_P,MT,MIO_EUR,DE",12427.49 ,12828.87 ,13707.04 ,14356.41 ,15161.4 ,15774.91 ,16551.11 ,17593.68 ,19985.28 ,20847.32 ,21725.75 ,23627.17 p
"A,TOTAL,CASH_P,MT,MIO_EUR,DK",6559.87 ,6755.69 ,6828.48 ,6864.6 ,6946.17 ,7098.85 ,7288.15 ,7726.43 ,8321.73 ,9013.74 ,9560.89 ,10466.2 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EA19",29480.97 ,30797.15 ,32211.14 ,33085.82 ,34631.35 ,35634.51 ,37508.02 ,39893.38 ,44180.82 p,46368.65 p,48848.6 p,52681.9 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EA20",29584.65 ,30901.94 ,32314.4 ,33187.09 ,34736.53 ,35745.23 ,37640.9 ,40050.24 ,44350.77 p,46546.36 p,48866.29 p,52692.79 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EA21",29584.65 ,30901.94 ,32314.4 ,33187.09 ,34736.53 ,35745.23 ,37640.9 ,40050.24 ,44350.77 p,46546.36 p,48866.29 p,52692.79 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EE",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P,MT,MIO_EUR,EEA_X_LI",36677.17 ,38202.77 ,39729.63 ,40426.58 b,42159.77 ,43343.05 ,45465.21 ,48414.74 ,53663.93 p,56592.25 p,59677.61 p,64665.03 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EFTA_X_LI",1068.31 ,1067.06 ,1115.58 ,948.25 ,1026.48 ,1002.28 ,1009.37 ,1089.21 ,1135.93 ,1203.79 ,1340.16 p,1426.65 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EL",111.33 ,102.19 ,70.56 ,17.48 ,10.91 ,3.75 ,1.62 ,0.29 ,: ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,ES",1989.12 ,2215.11 ,2157.47 ,2007.83 ,1966.48 ,1852.39 ,1903.56 ,1963.01 ,1970.78 ,2001.67 ,2127.74 ,2318.25 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EU15",41491.13 ,41854.79 ,45771.06 ,48962.3 ,50620.94 ,51971.76 ,51162.79 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,EU27_2007",41639.01 ,42020.49 ,45960.52 ,49195.5 b,50901.66 ,52318.5 ,51550.24 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,EU27_2020",36170.87 ,37693.51 ,39197.53 ,40148.41 b,41805.86 ,43045.72 ,45159.94 ,48086.77 ,53345.13 p,56234.85 p,59277.21 p,64231.47 p
"A,TOTAL,CASH_P,MT,MIO_EUR,EU28",41742.69 ,42125.27 ,46063.78 ,49296.77 b,51006.84 ,52429.22 ,51683.12 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,FI",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P,MT,MIO_EUR,FR",8046.18 ,8446.14 ,8700.46 ,9066.61 ,9299.77 ,9613.9 ,9952.9 ,10622.18 ,11367.79 ,11523.76 ,12239.46 ,12988.29 p
"A,TOTAL,CASH_P,MT,MIO_EUR,HR",103.68 ,104.78 ,103.26 ,101.27 ,105.19 ,110.73 ,132.88 ,156.86 ,169.95 ,177.72 ,17.69 ,10.89 
"A,TOTAL,CASH_P,MT,MIO_EUR,HU",3.3 ,0.28 ,0 ,0 b,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P,MT,MIO_EUR,IE",1113.64 ,1165.83 ,1263.14 ,1306.66 ,1383.2 ,1493.96 ,1610.7 ,1729.63 ,1835.47 ,1852.14 ,2038.73 ,2197.32 
"A,TOTAL,CASH_P,MT,MIO_EUR,IS",209.31 ,222.56 ,253.46 ,278.16 ,353.91 ,297.33 ,305.27 ,327.98 ,318.8 ,357.41 ,400.4 ,433.56 
"A,TOTAL,CASH_P,MT,MIO_EUR,IT",3920 ,4112 ,4350 ,4429 ,4833 ,4863 ,5218 ,5521 ,6406 ,7284 p,7432 p,7873 p
"A,TOTAL,CASH_P,MT,MIO_EUR,LT",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,0 p,0 ,0 
"A,TOTAL,CASH_P,MT,MIO_EUR,LU",33.37 ,36.86 ,40.61 ,41.76 ,42.54 ,44.07 ,45.26 ,47.88 ,49.31 ,51.14 ,53.5 ,62.06 
"A,TOTAL,CASH_P,MT,MIO_EUR,LV",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p,5.63 ,13.61 
"A,TOTAL,CASH_P,MT,MIO_EUR,ME",: ,: ,: ,: ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 p
"A,TOTAL,CASH_P,MT,MIO_EUR,MK",: ,: ,: ,5.9 ,6.41 ,6.95 ,: ,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,MT",12.96 ,13.96 ,15.33 ,16.53 ,18.41 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
"A,TOTAL,CASH_P,MT,MIO_EUR,NO",296.99 ,286.7 ,278.63 ,0 ,0 ,0 ,0 ,0 ,0 ,: ,: ,: 
"A,TOTAL,CASH_P,MT,MIO_EUR,PL",8.92 ,20.74 ,31.21 ,51.97 ,68.18 ,115.35 ,112.88 ,166.06 ,518.2 ,497.9 ,493.12 ,516.27 
"A,TOTAL,CASH_P,MT,MIO_EUR,PT",152.18 ,155.27 ,157.44 ,159.78 ,160.77 ,176.33 ,216.64 ,269.62 ,313.9 ,396.84 ,396.99 ,454.22 
"A,TOTAL,CASH_P,MT,MIO_EUR,RO",14.14 ,14.85 ,23.45 ,44.76 ,54.98 ,86.29 ,118.01 ,144.04 ,154.42 ,176.84 ,356.92 ,556.21 
"A,TOTAL,CASH_P,MT,MIO_EUR,RS",23.76 ,23.97 ,22.35 ,20.83 ,19.27 ,18.55 ,20.82 ,42.58 ,42.72 ,136.78 ,154.41 ,174.15 
"A,TOTAL,CASH_P,MT,MIO_EUR,SI",8.11 ,9.96 ,9.63 ,9.11 ,8.78 ,3.2 ,2.83 ,2.6 ,2.31 p,2.42 p,2.41 ,2.57 
"A,TOTAL,CASH_P,MT,MIO_EUR,SK",100.46 ,105.9 ,109.84 ,110.83 ,111.13 ,111.2 ,114.86 ,118.64 ,145.63 ,154.51 ,171.35 ,186.76 
"A,TOTAL,CASH_P,MT,MIO_EUR,TR",809.59 ,902.55 ,897.44 ,949.46 ,959.01 ,860.06 ,596.29 ,733.41 ,649.33 ,555.83 ,553.98 ,633.29 
"A,TOTAL,CASH_P,MT,MIO_EUR,UK",5571.82 ,4431.77 ,6866.24 ,9148.35 ,9200.98 ,9383.51 ,6523.18 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,NMT,MIO_EUR,AL",: ,: ,: ,: ,: ,: ,191.75 ,200.2 ,217.87 ,212.34 ,223.89 ,258.59 
"A,TOTAL,CASH_P,NMT,MIO_EUR,AT",4755.95 ,4751.59 ,4754.25 ,4711.12 ,4661.87 ,4593.39 ,4576.9 ,4534.17 ,4507.33 ,4373.76 ,4264.05 ,4368.73 
"A,TOTAL,CASH_P,NMT,MIO_EUR,BA",: ,344.27 ,346.85 ,359.59 ,370.56 ,365.47 ,344.11 ,349.12 ,350.43 ,337.59 ,345.14 ,438.35 
"A,TOTAL,CASH_P,NMT,MIO_EUR,BE",4660.09 ,5313.9 ,5596.75 ,5986.56 ,6409.82 ,6559.24 ,7058.68 ,7459.57 ,7999.77 ,8435.28 ,9335.02 ,10227.79 
"A,TOTAL,CASH_P,NMT,MIO_EUR,BG",419.85 ,453.32 ,463.84 ,469.45 ,473.75 ,493.82 ,516.68 ,655.09 ,696.62 ,764.87 ,966.13 ,1237.01 
"A,TOTAL,CASH_P,NMT,MIO_EUR,CH",7457.63 ,7162.63 ,7176.9 ,8093.98 ,7900.33 ,7735.59 ,7444.02 ,7798.16 ,8102.28 ,8152.02 ,8716.74 p,9273.97 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,CY",92.89 ,90 ,87.02 ,86.48 ,93.11 ,91.23 ,71.94 ,71.56 ,70.55 ,70.55 ,71.84 ,73.52 
"A,TOTAL,CASH_P,NMT,MIO_EUR,CZ",1955.99 ,1850.71 ,1710.06 ,1793.28 ,1794.18 ,1870.89 ,1956.82 ,2115.58 ,2257.32 ,2330.54 ,2757.77 ,3167.3 
"A,TOTAL,CASH_P,NMT,MIO_EUR,DE",28401.1 ,29652.6 ,30613.87 ,31818.53 ,33245.43 ,35184.07 ,36476.55 ,37819.91 ,39244.6 ,40555.17 ,42001.79 ,43774.24 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,DK",793.53 ,1134.15 ,1185.11 ,1132.01 ,957.44 ,1044.09 ,1042.76 ,1101.59 ,1120.79 ,1000.18 ,1126.38 ,1138.86 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EA19",112970.53 ,116282.63 ,118032.56 ,119215.55 ,123106.69 ,126174.18 ,128991.94 ,132633.52 ,134766.43 p,137062.04 p,141260.25 p,150173.96 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EA20",113964.3 ,117258 ,118943.1 ,120126.39 ,123944.32 ,127018.65 ,129830.51 ,133450.3 ,135541.04 p,137806.58 p,142187.07 p,151227.51 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EA21",114384.15 ,117711.32 ,119406.94 ,120595.84 ,124418.07 ,127512.47 ,130347.19 ,134105.39 ,136237.66 p,138571.45 p,143153.2 p,152464.52 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EE",264.41 ,280.93 ,292.38 ,312.6 ,332.82 ,360.9 ,395.01 ,429.23 ,469.4 ,468.13 ,471.49 ,508.6 
"A,TOTAL,CASH_P,NMT,MIO_EUR,EEA_X_LI",145575.98 p,148517.16 p,149022.33 p,150775.75 p,154251.87 p,157901.84 p,160306.89 p,163460.34 p,164671.99 p,168871.14 p,174868.51 p,185315.85 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EFTA_X_LI",21507.34 ,20889.89 ,20255.73 ,21939.19 ,21650.6 ,21942.84 ,21607.19 ,21991.53 ,21666.85 ,23272.93 ,24896 p,24836.49 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EL",3191.24 ,2829.65 ,2823.23 ,1831.68 ,1845.69 ,1786.26 ,1683.49 ,1889.35 ,1818.82 ,1835.17 ,1827.56 ,1912.93 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,ES",13623.3 ,13806.19 ,13835 ,13724.44 ,13931.96 ,14137.17 ,14423.77 ,14869.76 ,14675.18 ,15175.56 ,15626 ,16721.43 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EU15",138051.7 p,139344.5 p,143858.07 p,148310.85 p,149935.26 p,152677.28 p,155690.23 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,NMT,MIO_EUR,EU27_2007",150594.95 p,151708.45 p,156141.09 p,160738.11 p,162576.9 p,165717.38 p,168938.09 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,NMT,MIO_EUR,EU27_2020",131526.27 p,134789.9 p,135943.49 p,136930.53 p,140501.6 p,143694.59 p,146143.72 p,149266.97 p,151107.43 p,153750.23 p,158689.25 p,169753.33 p
"A,TOTAL,CASH_P,NMT,MIO_EUR,EU28",151588.72 p,152683.82 p,157051.63 p,161648.94 p,163414.53 p,166561.85 p,169776.66 p,: ,: ,: ,: ,: 
"A,TOTAL,CASH_P,NMT,MIO_EUR,FI",4378.41 ,4400.63 ,4299.87 ,4160.08 ,4039.56 ,3910.2 ,3863.05 ,3841.98 ,3873.12 ,3846.08 ,3895.31 ,4103.21 
"A,TOTAL,CASH_P,NMT,MIO_EUR,FR",15532.41 ,15934.65 ,16246.03 ,16734.69 ,18510.75 ,19065.49 ,19378.74 ,19664.88 ,19880.24 ,20031.79 ,20185.89 ,21358.7 p
